p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.21685933993901e-41	0.520551859654583	0.282	0.15	3.10347806058046e-37	21	GOSR1
1.42344209742231e-41	0.285060734523627	0.365	0.203	3.63034672526586e-37	21	ATP2A3
1.47407752433958e-41	0.415823361792428	0.445	0.269	3.75948731807565e-37	21	CHMP4B
1.55726472156763e-41	0.504059519706444	0.268	0.139	3.97164794588609e-37	21	AP1G1
1.7432825844661e-41	0.391648529515796	0.562	0.362	4.44606790342234e-37	21	CCT6A
1.95017548247861e-41	0.386129793373549	0.657	0.45	4.97372755051344e-37	21	NDUFA3
1.96551233919009e-41	0.420599252029135	0.343	0.193	5.0128426698704e-37	21	POLR2C
1.99799652224935e-41	0.448925492283907	0.934	0.92	5.09569033034475e-37	21	UBB
2.16363472654263e-41	0.41648231727809	0.269	0.139	5.51813400657432e-37	21	GSS
2.33225911035987e-41	0.40502379902831	0.275	0.142	5.94819363506182e-37	21	TLE3
2.57372936383644e-41	0.356772929404643	0.451	0.274	6.56403936952846e-37	21	MRPS36
2.57413194163691e-41	0.594798501112792	0.364	0.213	6.56506610395078e-37	21	CDK4
2.81024503296369e-41	0.427778681117846	0.37	0.215	7.16724893207059e-37	21	COPS5
3.9551733077508e-41	0.485548590795154	0.331	0.187	1.00872740040876e-36	21	TRIP11
5.99959820210834e-41	0.516934231780764	0.291	0.156	1.53013752546571e-36	21	APEH
8.53607955218629e-41	0.312955372211352	0.353	0.199	2.17704172898959e-36	21	DCAF7
8.8769072490675e-41	0.290501315173174	0.381	0.218	2.26396642480217e-36	21	OGA
9.31633364040209e-41	0.349023404474828	0.331	0.185	2.37603773164815e-36	21	TDG
1.27451521547959e-40	0.408234823538676	0.272	0.143	3.25052360555914e-36	21	XIAP
1.28868450486662e-40	0.399824667630294	0.383	0.226	3.28666096121183e-36	21	TMEM134
1.61567428679576e-40	0.390435980267077	0.307	0.167	4.1206157010439e-36	21	FBXL5
2.03112406027317e-40	0.444658033236532	0.253	0.13	5.1801788033207e-36	21	MUC20-OT1
2.06014551236248e-40	0.47901271320156	0.271	0.142	5.25419511472926e-36	21	GNS
2.09326452686028e-40	0.363727144063862	0.381	0.223	5.33866184930447e-36	21	CIR1
2.22870694404658e-40	0.3047635034294	0.602	0.385	5.68409419009639e-36	21	BANF1
2.93699276418519e-40	0.435825851523554	0.26	0.134	7.49050634577791e-36	21	CASC3
3.25170484499136e-40	0.307064705189683	0.368	0.212	8.29314803666598e-36	21	ZNF292
3.3891017342853e-40	0.267665286471015	0.422	0.251	8.64356506312123e-36	21	NKTR
3.43349420355922e-40	0.363902599238021	0.412	0.246	8.75678361675743e-36	21	RBM42
3.43900887950232e-40	0.554704051462234	0.286	0.154	8.77084824628272e-36	21	HEBP2
3.61362659343414e-40	0.353284549074132	0.494	0.31	9.21619326389443e-36	21	MDH1
3.62223296269997e-40	0.411688474961162	0.607	0.415	9.23814294807001e-36	21	HNRNPH1
3.63001801851547e-40	0.455369076828648	0.345	0.195	9.25799795442184e-36	21	GTF2H5
3.72870977434525e-40	0.346985353486586	0.726	0.516	9.50970140849012e-36	21	ATP5MF
4.05320235010293e-40	0.559087038024635	0.258	0.134	1.03372872737025e-35	21	WDR18
4.14584789045104e-40	0.279048215370489	0.393	0.229	1.05735704598063e-35	21	PNPLA8
4.55651480938435e-40	0.277956858683428	0.541	0.344	1.16209353698539e-35	21	HNRNPH3
4.66661906053222e-40	0.311728790082894	0.34	0.191	1.19017452519814e-35	21	SUPT6H
4.99270619264273e-40	0.505881286279191	0.422	0.256	1.2733397873716e-35	21	STOML2
5.15720072234429e-40	0.432823357553026	0.325	0.181	1.31529247222669e-35	21	BAZ1B
5.83305963307803e-40	0.318233786628813	0.442	0.266	1.48766352882022e-35	21	HNRNPD
7.3498332202032e-40	0.637927816871128	0.279	0.151	1.87450146448062e-35	21	RNPEP
7.56299301158966e-40	0.488975815739292	0.259	0.133	1.92886573767583e-35	21	MAP4K4
7.58203115575045e-40	0.392305926171832	0.595	0.389	1.9337212259626e-35	21	ZNHIT1
8.56696386846567e-40	0.46316274040828	0.321	0.178	2.18491846501349e-35	21	AP2B1
9.63236240846407e-40	0.440771300526467	0.257	0.133	2.45663770865468e-35	21	UBA3
1.02411711836724e-39	0.364408886726863	0.356	0.203	2.61190829868382e-35	21	KMT2A
1.05194108267024e-39	0.295100768574205	0.617	0.41	2.68287053724219e-35	21	NDUFS7
1.07149730191297e-39	0.68983392281054	0.253	0.133	2.73274671879883e-35	21	OXR1
1.09316764014713e-39	0.301647240527841	0.508	0.321	2.78801474943123e-35	21	CYC1
1.16996734359326e-39	0.253657780898744	0.393	0.229	2.98388471310026e-35	21	PHF3
1.37920112361332e-39	0.385879251477407	0.69	0.504	3.51751454566342e-35	21	HNRNPA0
1.8445132184538e-39	0.326920134977321	0.546	0.35	4.70424651234457e-35	21	NUCB1
1.89157810904097e-39	0.349633491794821	0.262	0.136	4.82428080929808e-35	21	USP33
2.13783660101866e-39	0.387121344703047	0.336	0.19	5.45233846723799e-35	21	WDR45B
2.67208415156372e-39	0.486378067129163	0.305	0.17	6.8148834201481e-35	21	OSBPL9
2.77207439304994e-39	0.286451827019782	0.476	0.294	7.06989853203455e-35	21	GRINA
3.23916713905547e-39	0.605105902605247	0.259	0.138	8.26117187144708e-35	21	EMC2
3.30171169608991e-39	0.57979516920293	0.28	0.152	8.4206855097077e-35	21	UQCC3
3.57692550936374e-39	0.518496570881855	0.395	0.241	9.12259081908128e-35	21	ZNF593
4.04757337785649e-39	0.480975083909709	0.651	0.453	1.03229311428852e-34	21	TMED10
4.0764246326416e-39	0.465097516030424	0.269	0.143	1.03965133830891e-34	21	GDE1
4.08842146920317e-39	0.436524949774133	0.36	0.21	1.04271101150558e-34	21	COA4
4.22940089056844e-39	0.461324590790507	0.32	0.181	1.07866640313057e-34	21	B3GAT3
4.35125908426298e-39	0.450010914207874	0.32	0.18	1.10974511685043e-34	21	SMIM15
4.62099193355873e-39	0.531584608524342	0.309	0.175	1.17853778273482e-34	21	QTRT1
4.92134922809078e-39	0.337533934686233	0.299	0.162	1.25514090713227e-34	21	WDR82
5.99493188942699e-39	0.372644807509011	0.321	0.181	1.52894742907946e-34	21	ELOF1
