sample_id	cluster	cell_type_major	cell_type_minor	cell_state	n_cells	contamination_median	contamination_P90	raw_total_counts	corrected_total_counts	top_marker_genes_expected	raw_top_marker_detected_pairs	corrected_top_marker_detected_pairs	top_marker_cell_pairs	raw_top_marker_count_sum	corrected_top_marker_count_sum	top_marker_detection_retention	top_marker_count_retention	total_count_retention
sample34	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	823	0.0151445886079552	0.0937746503635238	12559756	12183661.2037767	30	12433	12433	24690	222690	221904.628939072	1	0.9964732540261	0.970055565074411
sample32	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	145	0.0150164525736953	0.0788874276746757	1152041	1131116.74790893	30	2497	2497	4350	16165	16164.5042993086	1	0.999969334940214	0.981837233144419
sample17	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	382	0.0148404882458607	0.129634831118011	4883802	4741882.57074054	30	2140	2140	11460	46308	46198.5012196324	1	0.997635424108844	0.970940789725002
sample15	17	Mast	Mast_cell	mast_cell	350	0.0145818872570762	0.0671372680173655	1226227	1182962.38610065	30	6089	6089	10500	57779	57772.0747483362	1	0.999880142410498	0.964717288153538
sample32	12	B/Plasma	Conventional_B_cell	B_cell	108	0.0145802209792117	0.0598624551304613	455311	443263.606118447	30	1733	1733	3240	6358	6349.70464982382	1	0.998695289371472	0.973540296892556
sample2	14	B/Plasma	IGHA_high_plasma	IGHA_high_antibody_secreting	86	0.0144887302589449	0.429873076870412	837545	679938.207840193	30	1253	1253	2580	290086	269547.474018601	1	0.92919849292486	0.811822896489374
sample20	19	Epithelial	Chief_like_epithelial	metallothionein_high	29	0.0144359346381516	0.0521808721360885	739228	724455.860870669	30	309	309	870	13242	13215.3784119879	1	0.997989609725714	0.980016802489447
sample16	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	88	0.0143891858739744	0.0685667278753867	919257	900514.429544401	30	1537	1537	2640	9777	9776.84907060977	1	0.999984562811677	0.979611174616458
sample9	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	19	0.0143649772299418	0.0367758225841717	42585	42060.173687108	30	482	482	570	9602	9579.98684702268	1	0.997707440848019	0.987675793991029
sample32	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	289	0.0142331838922866	0.0550556181254662	867001	848818.687981676	30	3541	3541	8670	8092	8077.58113587176	1	0.998218133449303	0.979028499369293
sample12	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	48	0.0139668051336629	0.214965278933922	528469	488500.644437235	30	981	981	1440	13721	13507.0661607492	1	0.984408290995499	0.924369536221112
sample32	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	177	0.0135082249118479	0.0542923549766083	565018	554723.898801369	30	2611	2611	5310	9514	9501.63199235834	1	0.998700020218451	0.981780932291306
sample23	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	146	0.0134884509822599	0.30051286031164	522126	501361.768164235	30	1773	1773	4380	16084	16069.3500514704	1	0.999089160126235	0.960231377415096
sample17	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	331	0.0134669377361281	0.0842822856835973	3634604	3514181.17423188	30	2039	2039	9930	12649	8514.90706816503	1	0.673168398147286	0.96686769018905
sample40	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	588	0.0134579182222753	0.0545671607342392	2284708	2221070.46817054	30	9989	9989	17640	83816	83646.064884485	1	0.997972521767742	0.972146317240778
sample17	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	1157	0.0133799331357024	0.110700219039598	7455396	7230254.55707389	30	19848	19848	34710	401802	400878.792815573	1	0.997702333028638	0.969801544689764
sample17	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	821	0.0133627204341818	0.188398997156586	5016277	4774899.10681499	30	13069	13069	24630	148376	147671.286800434	1	0.995250490648309	0.951881067735094
sample19	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	105	0.0133581252267423	0.173059532751726	1083391	1044051.54479413	30	1815	1815	3150	24881	24842.1913192382	1	0.998440228256025	0.963688589617353
sample27	14	B/Plasma	IGHA_high_plasma	IGHA_high_antibody_secreting	45	0.013260925104556	0.618259975825298	460789	416113.7379711	30	563	563	1350	66370	65563.7842363621	1	0.98785270809646	0.903046162063548
sample12	19	Epithelial	Chief_like_epithelial	metallothionein_high	5	0.0132557309612511	0.0450213542451162	68758	68601.5735932986	30	36	36	150	1891	1890.48440358049	1	0.999727341925169	0.9977249715422
sample16	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	110	0.0131854565445177	0.0471761706571236	542894	532827.078755287	30	1452	1452	3300	5045	5037.69426573374	1	0.998551886171208	0.981456930368152
sample12	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	27	0.0130676545725606	0.0840018420926843	276527	272317.79029318	30	159	159	810	886	883.878873295539	1	0.997605951800834	0.984778304806329
sample16	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	36	0.013058870804242	0.0557002653621404	846519	829665.522329255	30	378	378	1080	9209	9206.74838750961	1	0.999755498697971	0.980090845367032
sample18	12	B/Plasma	Conventional_B_cell	B_cell	318	0.0130398896991858	0.049941840691679	670466	653007.294838484	30	3772	3772	9540	8926	8906.80705610103	1	0.997849771017369	0.973960342267145
sample26	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	409	0.0130268619462359	0.244923421210122	7051818	6673623.17744635	30	7446	7446	12270	1435385	1407016.53522871	1	0.980236337448636	0.946369174225193
sample16	22	Mesothelial	Mesothelial	mesothelial_ECM_program	12	0.0128365614432532	0.187122933779119	194046	189413.02213326	30	29	29	360	829	828.079626006329	1	0.998889778053473	0.976124332030859
sample20	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	250	0.0127960475841492	0.412891038346086	2483972	2399817.93385312	30	4600	4600	7500	51269	51031.0872048302	1	0.995359519491899	0.966121169583684
sample9	12	B/Plasma	Conventional_B_cell	B_cell	20	0.012769430364128	0.0349955003055212	50276	49433.6791642806	30	252	252	600	586	585.666824542506	1	0.999431441198815	0.983246065006775
sample40	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	186	0.0127557803493358	0.10385231413827	1169445	1140590.84302165	30	2614	2614	5580	21783	21775.6642158005	1	0.999663233521578	0.975326623331277
sample32	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	27	0.0126922050582906	0.189853289134878	150184	146883.752569203	30	391	391	810	9870	9855.11594336997	1	0.998491990209723	0.978025306085885
sample34	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	115	0.0125502743273356	0.0678248510757138	1671342	1625934.21870943	30	1005	1005	3450	17333	17282.2529082818	1	0.997072226866776	0.972831544177933
sample18	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	67	0.0125140516354241	0.359273438394073	494798	444542.870306484	30	872	872	2010	7185	7182.83857614895	1	0.999699175525254	0.898433037939693
sample23	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	158	0.0124729569931123	0.0402688153439642	325932	319417.270949902	30	1965	1965	4740	5036	5032.16532410499	1	0.999238547280577	0.980011999281759
sample16	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	30	0.0123933468122556	0.121879497502148	164169	159955.579984803	30	69	69	900	227	216.420046028598	1	0.953392273253735	0.974334862153045
sample28	12	B/Plasma	Conventional_B_cell	B_cell	180	0.0121888528800643	0.0554940435441489	588717	562728.351251221	30	2633	2633	5400	7942	7904.91775333887	1	0.995330867960069	0.955855447101444
sample38	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	98	0.0121793086177342	0.15329529726827	1369026	1292933.73487646	30	588	588	2940	2582	2403.84820528474	1	0.93100240328611	0.944418685164827
sample23	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	146	0.0121126064343967	0.0373315061677174	330771	323837.185412363	30	1502	1502	4380	3402	3399.60095339217	1	0.999294812872479	0.979037416860496
sample15	24	T/NK	Cycling_T_cell	cycling	68	0.0121069087464024	0.0642662918491181	376755	371610.421671335	30	805	805	2040	2319	2315.99473409815	1	0.99870406817514	0.986345029717813
sample14	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	365	0.0120437806253644	0.0379093264973575	1058137	1039440.65354471	30	4439	4439	10950	15269	15229.0279064038	1	0.997382140703635	0.982330882999756
sample14	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	1383	0.0118462752565181	0.0470355816934295	4250219	4159110.62812888	30	17067	17067	41490	40957	40776.7909998508	1	0.995600043944888	0.978563840623008
sample16	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	169	0.0118391595068315	0.0347104708833142	630853	619115.352894146	30	2993	2993	5070	16712	16689.6629988554	1	0.998663415441323	0.981394006042844
sample14	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	1267	0.0118221991806539	0.0508631753526116	3473512	3399445.05637396	30	15382	15382	38010	38350	38206.2684309765	1	0.996252110325332	0.978676640925368
sample40	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	93	0.0117526655297334	0.039563662170104	195423	189936.80193756	30	1302	1302	2790	8807	8787.33406405921	1	0.997767010793597	0.971926548756083
sample20	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	23	0.0116491986856507	0.151586607750645	148661	146137.889769977	30	371	371	690	11066	11044.7204960369	1	0.998077037415226	0.983027759600547
sample18	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	263	0.0114891076373471	0.280289105227173	408641	374656.443156654	30	3213	3213	7890	11260	11221.4905926967	1	0.996579981589409	0.916835176002051
sample16	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	174	0.0113933720145036	0.0389762172830453	764399	749933.993350364	30	3006	3006	5220	14193	14166.8736201135	1	0.998159206659164	0.981076627978797
sample17	16	Epithelial	Mucous_neck_chief_like_epithelial	MUC6_TFF2_glandular_secretory	40	0.0113778838959928	0.282048984320014	177572	165890.7007082	30	45	45	1200	1255	1229.86410584898	1	0.979971399082852	0.934216547136937
sample38	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	11	0.0113632398076889	0.329729947437337	77571	72370.4064758416	30	99	99	330	39643	39642.7492667118	1	0.999993675219124	0.932956987480394
sample1	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	37	0.011058863272749	0.0506653095309701	138859	137178.281898988	30	989	989	1110	23369	23258.5289938986	1	0.995272754242741	0.987896224940318
sample40	17	Mast	Mast_cell	mast_cell	98	0.0109478496606327	0.0356035135468782	261840	257894.675466176	30	1523	1523	2940	11657	11656.3281313545	1	0.999942363503002	0.984932307768774
sample19	22	Mesothelial	Mesothelial	mesothelial_ECM_program	14	0.0108992737806428	0.0389115575319974	310037	303609.856681331	30	333	333	420	7391	7378.28270351781	1	0.998279353743446	0.979269753872381
sample40	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	756	0.0108736444902065	0.0411566666422175	5790577	5704945.66382253	30	13327	13327	22680	59125	59119.9788354085	1	0.999915075440314	0.985211951040895
sample40	15	Endothelial/Pericyte	Pericyte_smooth_muscle_like	contractile	293	0.0107764620070911	0.0440504574756315	2044711	2008350.79755193	30	4939	4939	8790	39260	39238.4196833935	1	0.999450323061474	0.982217436866104
sample1	14	B/Plasma	IGHA_high_plasma	IGHA_high_antibody_secreting	26	0.0107485763522886	0.381341979717285	159038	149097.408803311	30	323	323	780	55719	54877.8435996164	1	0.984903598406584	0.937495496694569
sample17	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	87	0.010488781500438	0.0428366614195103	157825	155375.013433024	30	1175	1175	2610	5263	5261.48329625216	1	0.99971181764244	0.984476562224134
sample3	16	Epithelial	Mucous_neck_chief_like_epithelial	MUC6_TFF2_glandular_secretory	17	0.0104867879028893	0.211547082156332	133891	132208.767273694	30	100	100	510	1985	1983.30903440223	1	0.999148128162332	0.987435804301217
sample33	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	461	0.0103546919459345	0.0838755576927927	1114741	1021630.20013076	30	5425	5425	13830	17571	17373.2712281875	1	0.988746868600961	0.916473153970976
sample16	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	66	0.0102613674579799	0.032109679763573	271762	267223.092747733	30	1063	1063	1980	9003	8986.15116412505	1	0.998128530948023	0.98329822693288
sample7	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	81	0.0102033433083204	0.326351992846556	636806	566869.072874029	30	1366	1366	2430	246258	242130.729216738	1	0.983240053995149	0.890175458262059
sample14	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	258	0.0101838358454978	0.053203522535663	710953	694844.685790941	30	3556	3556	7740	22366	22312.1536124055	1	0.997592489153427	0.977342645422328
sample11	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	12	0.0101106525018753	0.0689925611277669	156984	153983.456377558	30	250	250	360	12380	12335.1204171921	1	0.996374831760266	0.98088630928985
sample40	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	161	0.0100887601917261	0.0348682843970688	1051920	1038406.1789578	30	2689	2689	4830	52426	52373.121009341	1	0.998991359427402	0.987153185563347
sample40	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	270	0.0100331598972297	0.17955238226229	1989486	1903539.94757511	30	3159	3159	8100	45343	45316.7843084044	1	0.999421835970368	0.956799870707865
sample38	22	Mesothelial	Mesothelial	mesothelial_ECM_program	89	0.0100327148077363	0.100048492166145	1926680	1854296.84951856	30	1986	1986	2670	56187	55671.2601754329	1	0.990821011540622	0.962431150745616
sample33	7	T/NK	GNLY_NK_like_cytotoxic_lymphocyte	GNLY_GZMB_high_cytotoxic	403	0.0100183071133149	0.0336923878910994	1001524	986433.808045307	30	6741	6741	12090	37292	37272.0483989321	1	0.999464989781512	0.98493277050306
sample20	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	447	0.00991597005756861	0.0481211309778438	4299769	4227027.78284342	30	9296	9296	13410	69046	69044.2136546304	1	0.999974128184549	0.983082529048286
sample7	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	269	0.00991209106396591	0.170803753169554	5677748	5480150.71430635	30	4944	4944	8070	1285399	1272088.49230323	1	0.989644843588049	0.965197947197788
sample32	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	338	0.00984451592851109	0.132932206523174	3605772	3507350.52353382	30	7284	7284	10140	300137	299835.148594007	1	0.998994287921873	0.972704464823016
sample7	18	B/Plasma	B_or_plasma_like_stress_high	stress_high_likely_dissociation_associated	22	0.00976736373433301	0.150336140017652	120209	114992.51368912	30	602	602	660	22805	22418.8915310611	1	0.983069130938875	0.956604860610435
sample40	19	Epithelial	Chief_like_epithelial	metallothionein_high	4	0.00976228677933799	0.701755929502899	35764	31868.5980123778	30	22	22	120	744	727.452095447191	1	0.977758192805364	0.891080360484785
sample23	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	531	0.00975792222389406	0.0620253123967404	2245115	2199350.01862732	30	9431	9431	15930	102101	102081.597822398	1	0.999809970738756	0.979615751811075
sample30	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	356	0.00972086181426783	0.634436352377735	3892314	3450104.92968452	30	6030	6030	10680	925559	840521.340343909	1	0.908122918521574	0.886389158142053
sample40	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	51	0.00969688464107338	0.159166857252149	622479	597537.625989499	30	1063	1063	1530	22302	22279.8725196801	1	0.999007825292805	0.959932184040746
sample36	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	68	0.00964400668645733	0.753684341984136	169786	129040.962114513	30	580	580	2040	2268	2265.89488481019	1	0.99907181869938	0.760021215615614
sample25	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	282	0.00957589507988962	0.0842123856226707	718730	694443.308509743	30	2349	2349	8460	4449	4438.24844505651	1	0.997583377176109	0.966208880260658
sample23	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	652	0.0095720001558318	0.188243548568039	2931944	2846034.64491368	30	10455	10455	19560	52086	52082.4622527169	1	0.999932078729733	0.970698841762899
sample33	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	754	0.0094469759411071	0.0367127773397253	1907281	1872951.80922364	30	12700	12700	22620	41840	41792.9901511437	1	0.998876437646837	0.982000978997661
sample19	19	Epithelial	Chief_like_epithelial	metallothionein_high	6	0.00939226770429873	0.392629354160969	104793	98497.3642146418	30	49	49	180	3068	3032.281719105	1	0.988357796318448	0.939923126684433
sample9	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	203	0.00928926089431558	0.0277040149595266	532086	525503.451043269	30	1969	1969	6090	4855	4851.96235960524	1	0.999374327416116	0.987628787532971
sample25	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	38	0.00925965878422054	0.13072930522538	253734	249196.985939991	30	478	478	1140	3040	3039.79036685943	1	0.999931041730077	0.982119014164406
sample14	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	249	0.00925104229984366	0.0924309695889568	1523454	1486851.09833585	30	4493	4493	7470	45752	45747.8517670399	1	0.999909332204928	0.975973740156151
sample33	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	783	0.00916978130512765	0.0393341998419233	2178514	2141548.83481951	30	9613	9613	23490	22378	22358.8425863679	1	0.999143917524707	0.983031935906546
sample17	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	1134	0.00907212070512722	0.175912685408186	15475371	14928557.2733935	30	10180	10180	34020	90369	88966.2145223759	1	0.984477138425521	0.964665549756026
sample31	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	199	0.00903940392762408	0.0978455063602297	3098786	3024849.56256855	30	3410	3410	5970	771432	770828.735979084	1	0.999217994559577	0.976140192503952
sample15	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	28	0.00894143388516428	0.0366020818659919	96812	95635.0356414014	30	639	639	840	8104	8061.26975788034	1	0.99472726528632	0.98784278438005
sample36	12	B/Plasma	Conventional_B_cell	B_cell	127	0.00889322843935992	0.0226588193330328	764523	753411.158934592	30	2191	2191	3810	7189	7181.54619470867	1	0.998963165211945	0.985465654969951
sample25	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	220	0.00881542379058757	0.113439899353255	1501330	1279722.01229011	30	3551	3551	6600	116849	116819.6527797	1	0.999748844916943	0.852392220424632
sample25	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	449	0.00881214110373116	0.0740411860613253	1279319	1251294.43882513	30	6757	6757	13470	18680	18660.9474472104	1	0.998980056060513	0.978094156989094
sample9	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	190	0.00879415024069147	0.0303953484997177	703605	694933.701443791	30	3252	3252	5700	34323	34322.4070228474	1	0.99998272362111	0.987675899750273
sample14	19	Epithelial	Chief_like_epithelial	metallothionein_high	109	0.00875185933076907	0.195970331017005	545075	518633.135431354	30	1430	1430	3270	25288	25052.0549456192	1	0.990669683075737	0.951489493063072
sample32	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	36	0.00863355808190705	0.353848119884041	136112	128762.076182523	30	153	153	1080	372	348.919652255701	1	0.93795605445081	0.946000912355435
sample19	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	21	0.00862515814478177	0.409990408209805	117048	81279.0729314052	30	27	27	630	35	27.1779717228591	1	0.776513477795974	0.694408045685575
sample4	12	B/Plasma	Conventional_B_cell	B_cell	60	0.00857304165502954	0.0270330623107461	206166	203797.851997629	30	894	894	1800	3198	3195.87988857626	1	0.999337050836856	0.988513392109409
sample14	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	137	0.00848937904960124	0.116305411189969	1084122	1065477.42184196	30	2411	2411	4110	15514	15513.7398156791	1	0.999983229062722	0.982802140203743
sample28	2	T/NK	CCR6_IL7R_CD4_like_T	activated_costimulatory_checkpoint_high	418	0.00844932183639176	0.037420591322618	1355518	1329270.12189946	30	4467	4467	12540	9443	9425.29978465057	1	0.998125572874147	0.980636274766889
sample22	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	19	0.00843480814483753	0.190503112869234	121488	114765.443456569	30	278	278	570	6895	6833.48096736155	1	0.991077732757295	0.944664851315101
sample38	19	Epithelial	Chief_like_epithelial	metallothionein_high	20	0.00839625547027463	0.0506038547337635	405244	397374.964241855	30	183	183	600	2964	2938.96046244454	1	0.991552112835538	0.980581980835878
sample14	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	560	0.00835964455456065	0.0695453719423171	4661537	4581399.15817784	30	9514	9514	16800	174170	173866.091727762	1	0.998255105516233	0.982808708410518
sample7	12	B/Plasma	Conventional_B_cell	B_cell	93	0.00822598323965955	0.0279342119043584	310898	307405.413223171	30	1378	1378	2790	4464	4460.69688613171	1	0.999260055137032	0.988766133018452
sample23	13	Myeloid	FCN1_S100A8_A9_inflammatory_monocyte	inflammatory	48	0.0081986815880072	0.0406244813174353	221264	216814.583592332	30	645	645	1440	5620	5618.4883030537	1	0.999731014778238	0.979890915794399
sample17	22	Mesothelial	Mesothelial	mesothelial_ECM_program	293	0.00819723899093474	0.0828821389802411	5093029	4961500.92912523	30	3589	3589	8790	80312	80029.696615627	1	0.996484916520906	0.974174882790816
sample6	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	30	0.00819249799006743	0.0217638876913603	141751	141095.441861737	30	359	359	900	3364	3363.98095367534	1	0.999994338191241	0.995375283855051
sample21	21	Epithelial	Enteroendocrine_epithelial	neuroendocrine_secretory	86	0.00818468315313147	0.151469084199785	1409183	1301341.19907403	30	1722	1722	2580	27700	27689.8256445525	1	0.999632694749189	0.923472110488155
sample38	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	199	0.00813105529018717	0.0439351507524431	576386	567404.180594836	30	2835	2835	5970	7879	7873.72777903271	1	0.999330851508149	0.984417006302783
sample40	23	T/NK	CCR6_KLRB1_CCL20_CD4_like_T	Th17_like_CCL20_high	25	0.00810747487872334	0.0215139494450646	61162	59882.654027893	30	524	524	750	4798	4761.65462494509	1	0.992424890567964	0.979082666163516
sample9	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	316	0.00809817404207997	0.0238297813765988	843879	834045.838851419	30	4747	4747	9480	13109	13101.2411362422	1	0.999408126954171	0.988347664595776
sample25	10	T/NK	IFNG_CCL4_CD8_cytotoxic_T	IFNG_CCL4_TNF_high_activated	225	0.00807340249077556	0.0774573758265415	606236	591183.515290356	30	3286	3286	6750	19128	19106.5149530591	1	0.998876775044911	0.97517058586154
sample2	12	B/Plasma	Conventional_B_cell	B_cell	98	0.0080532791169611	0.0362826352665323	379831	372426.865290486	30	1519	1519	2940	5550	5543.66765284895	1	0.998859036549361	0.98050676561546
sample17	20	Myeloid	CD1C_FCER1A_dendritic_cell	antigen_presentation_LAMP3_IDO1	140	0.00805144972777562	0.161761652299037	705384	680031.052463335	30	2261	2261	4200	57006	56819.2619747662	1	0.99672423911108	0.964057949235217
sample32	11	Myeloid	C1Q_FOLR2_TREM2_macrophage	C1Q_FOLR2_TREM2_TAM_like	41	0.0078792728205073	0.0953160940481723	506752	499937.227165691	30	703	703	1230	11107	11106.7002698729	1	0.999973014303855	0.986552055375591
sample23	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	160	0.00768582798505948	0.267778810027778	679359	648559.538334455	30	1461	1461	4800	3810	3631.65674733547	1	0.953190747332144	0.954663938115864
sample34	22	Mesothelial	Mesothelial	mesothelial_ECM_program	20	0.00765562733101517	0.0485460750940044	319614	316273.551361351	30	67	67	600	848	847.262588046961	1	0.999130410432737	0.989548490871335
sample21	8	B/Plasma	IGHG_high_plasma	IGHG_high_antibody_secreting	21	0.00764852746110754	0.819263080674825	101591	90288.651778721	30	231	231	630	31449	31368.769298261	1	0.9974488631836	0.888746560017335
sample35	22	Mesothelial	Mesothelial	mesothelial_ECM_program	286	0.00761801374763441	0.0186573900339299	1008816	998042.766718174	30	3266	3266	8580	21667	21664.1258683294	1	0.99986734980982	0.989320913544367
sample15	6	Endothelial/Pericyte	Vascular_endothelial	PLVAP_EMCN_high	469	0.00759692377627527	0.0749912636945434	4831621	4699845.9704693	30	8572	8572	14070	65904	65898.7062378093	1	0.999919674645079	0.972726538457652
sample12	9	Epithelial	Pit_surface_mucous_like_epithelial	MUC5AC_CYP3A5_CLDN4_high	8	0.00758142781821422	0.305624470633048	16972	16018.0992678401	30	7	7	240	18	17.9995472160752	1	0.999974845337509	0.943795620306392
sample32	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	123	0.00757870127345561	0.0425868294914936	1610124	1590767.21775239	30	2504	2504	3690	50239	50235.944261498	1	0.999939175968829	0.987978079795341
sample11	5	Fibroblast/CAF	LUM_DCN_PDGFRA_fibroblast	CCL11_CXCL14_stromal_program	74	0.00755232883727294	0.170422786382134	849987	823612.508103504	30	874	874	2220	20134	20129.04871918	1	0.999754083598888	0.968970711438532
sample28	1	T/NK	CD8_GZMK_cytotoxic_T	GZMK_high_cytotoxic_memory_like	627	0.00750386089255633	0.0226544247521275	2373460	2330674.05160248	30	10013	10013	18810	33838	33729.8960808075	1	0.996805250925217	0.98197317485969
sample28	3	Epithelial	Gastric_or_intestinal_like_epithelial_malignancy_pending_CNV	mixed_gastric_and_intestinal_program	146	0.00749409500813798	0.0403444380692842	1363366	1334980.2727365	30	3159	3159	4380	106895	106822.444142471	1	0.999321241802436	0.979179672029739
sample6	4	B/Plasma	JCHAIN_TNFRSF17_plasma	antibody_secreting	276	0.00746941674398421	0.262431017938415	5977786	5650168.5277065	30	5413	5413	8280	1256073	1207590.69902319	1	0.961401685270832	0.9451941785314
sample5	12	B/Plasma	Conventional_B_cell	B_cell	69	0.007463878326565	0.0304913469118465	269171	265786.463700434	30	1139	1139	2070	3582	3578.83942367892	1	0.999117650384958	0.987426073761416
