"dataset_id"	"file_name"	"source_url"	"local_path"	"remote_size_bytes"	"local_size_bytes"	"size_status"	"sha256"	"gzip_status"	"checked_at"
"GSE239676"	"GSE239676_barcodes.tsv.gz"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/GSE239676_barcodes.tsv.gz"	"data\public_downloads\GSE239676\GSE239676_barcodes.tsv.gz"	"5646427"	"5646427"	"size_ok"	"0CCC4A623061FA62D1AC4D60D6E234980A7DD82D8F3CB221DD9FA065A76189EF"	"plain_text_read_ok_gz_suffix"	"2026-06-28 02:39:15"
"GSE239676"	"GSE239676_features.tsv.gz"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/GSE239676_features.tsv.gz"	"data\public_downloads\GSE239676\GSE239676_features.tsv.gz"	"54526"	"54526"	"size_ok"	"E8C464288363B7BDD247FA464A2575DC2312C264E05C891232EEF4D963C294FD"	"plain_text_read_ok_gz_suffix"	"2026-06-28 02:39:18"
"GSE239676"	"GSE239676_meta.tsv.gz"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/GSE239676_meta.tsv.gz"	"data\public_downloads\GSE239676\GSE239676_meta.tsv.gz"	"5736884"	"5736884"	"size_ok"	"89E8858FE242D7F3277CD6ABF88B23C75F1BE0773B457B7ED8736C3BCA92A536"	"plain_text_read_ok_gz_suffix"	"2026-06-28 02:39:19"
"GSE239676"	"GSE239676_count_matrix.mtx.gz"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/GSE239676_count_matrix.mtx.gz"	"data\public_downloads\GSE239676\GSE239676_count_matrix.mtx.gz"	"984791532"	"984791532"	"size_ok"	"6D9E51A6D2759D118D2AA86D6416C0561A1DC5713021E462132171BA3F5525E2"	"gzip_read_ok"	"2026-06-28 02:39:50"
